,diff,commit_id,summary,commit_time,files
10,"@@ -299,7 +299,7 @@ public static void isValidDelete(SourceRecord record, String pkField, int pk) {
     public static void isValidTruncate(SourceRecord record) {
         assertThat(record.key()).isNull();
 
         assertThat(record.valueSchema()).isNotNull();
         Struct value = (Struct) record.value();
         assertThat(value).isNotNull();
         assertThat(value.getString(FieldName.OPERATION)).isEqualTo(Operation.TRUNCATE.code());
",140,,,
15,"@@ -13,39 +13,40 @@
 
 toc::[]
 
 A {prodname} connector works in the Kafka Connect framework to capture each row-level change in a database by generating a change event record. 
 For each change event record, the {prodname} connector completes the following actions: 
 
 . Applies configured transformations.
 . Serializes the record key and value into a binary form by using the configured link:https://kafka.apache.org/documentation/#connect_running[Kafka Connect converters].
 . Writes the record to the correct Kafka topic.
 
 You can specify converters for each individual {prodname} connector instance. 
 Kafka Connect provides a JSON converter that serializes the record keys and values into JSON documents. 
 The default behavior is that the JSON converter includes the record's message schema, which makes each record very verbose. 
 The {link-prefix}:{link-tutorial}[{name-tutorial}] shows what the records look like when both payload and schemas are included. 
 If you want records to be serialized with JSON, consider setting the following connector configuration properties to `false`: 
 
 * `key.converter.schemas.enable`
 * `value.converter.schemas.enable`
 
 Setting these properties to `false` excludes the verbose schema information from each record. 
 
 Alternatively, you can serialize the record keys and values by using https://avro.apache.org/[Apache Avro]. 
 The Avro binary format is compact and efficient. 
 Avro schemas make it possible to ensure that each record has the correct structure. 
 Avro's schema evolution mechanism enables schemas to evolve. 
 This is essential for {prodname} connectors, which dynamically generate each record's schema to match the structure of the database table that was changed. 
 Over time, change event records written to the same Kafka topic might have different versions of the same schema. 
 Avro serialization makes it easier for the consumers of change event records to adapt to a changing record schema.
 
 ifdef::community[]
 To use Apache Avro serialization, you must deploy a schema registry that manages Avro message schemas and their versions. 
 Available options include the {registry-name-full} as well as the Confluent Schema Registry. Both are described here.
 endif::community[]
 
 ifdef::product[]
 To use Apache Avro serialization, you must deploy a schema registry that manages Avro message schemas and their versions. For information about setting up this registry, see the documentation for  {LinkServiceRegistryGetStart}[{registry-name-full}].
 endif::product[]
 
 // Type: concept
@@ -58,11 +59,11 @@ The link:https://github.com/Apicurio/apicurio-registry[{registry}] open-source p
 endif::community[]
 
 ifdef::product[]
 {LinkServiceRegistryGetStart}[{registry-name-full}] provides the following components that work with Avro:
 endif::product[]
 
 * An Avro converter that you can specify in {prodname} connector configurations. 
 This converter maps Kafka Connect schemas to Avro schemas. 
 The converter then uses the Avro schemas to serialize the record keys and values into Avro's compact binary form.
 
 * An API and schema registry that tracks:
@@ -74,15 +75,15 @@ The converter then uses the Avro schemas to serialize the record keys and values
 Because the Avro schemas are stored in this registry, each record needs to contain only a tiny _schema identifier_.
 This makes each record even smaller. For an I/O bound system like Kafka, this means more total throughput for producers and consumers.
 
 * Avro _Serdes_ (serializers and deserializers) for Kafka producers and consumers. 
 Kafka consumer applications that you write to consume change event records can use Avro Serdes to deserialize the change event records.
 
 To use the {registry} with {prodname}, add {registry} converters and their dependencies to the Kafka Connect container image that you are using for running a {prodname} connector.
 
 [NOTE]
 ====
 The {registry} project also provides a JSON converter. 
 This converter combines the advantage of less verbose messages with human-readable JSON. 
 Messages do not contain the schema information themselves, but only a schema ID.
 ====
 
@@ -96,13 +97,13 @@ To use converters provided by {registry} you need to provide `apicurio.registry.
 [id=""overview-of-deploying-a-debezium-connector-that-uses-avro-serialization""]
 == Deployment overview
 
 To deploy a {prodname} connector that uses Avro serialization, you must complete three main tasks: 
 
 ifdef::community[]
 . Deploy an link:https://github.com/Apicurio/apicurio-registry[{registry-name-full}] instance.
 endif::community[]
 ifdef::product[]
 . Deploy a link:{LinkServiceRegistryGetStart}[{registry-name-full} instance by following the instructions in {NameServiceRegistryGetStart}].
 endif::product[]
 
 ifdef::community[]
@@ -112,7 +113,7 @@ ifdef::product[]
 . Install the Avro converter by downloading the {prodname} link:https://access.redhat.com/jbossnetwork/restricted/listSoftware.html?product=red.hat.integration&downloadType=distributions[Service Registry Kafka Connect] zip file and extracting it into the {prodname} connector's directory.
 endif::product[]
 
 . Configure a {prodname} connector instance to use Avro serialization by setting configuration properties as follows: 
 +
 [source,options=""nowrap""]
 ----
@@ -137,7 +138,7 @@ ifdef::community[]
 In your environment, you might want to use a provided {prodname} container image to deploy {prodname} connectors that use Avro serialization. Follow the procedure here to do that. In this procedure, you enable Apicurio converters on the {prodname} Kafka Connect container image, and configure the {prodname} connector to use the Avro converter.
 endif::community[]
 ifdef::product[]
 In your environment, you might want to use a provided {prodname} container to deploy {prodname} connectors that use Avro serialization. 
 Complete the following procedure to build a custom Kafka Connect container image for {prodname}, and configure the {prodname} connector to use the Avro converter.
 endif::product[]
 
@@ -149,7 +150,7 @@ endif::product[]
 .Procedure
 
 ifdef::community[]
 . Deploy an instance of {registry}. 
 +
 The following example uses a non-production, in-memory, {registry} instance:
 +
@@ -187,13 +188,13 @@ docker run -it --rm --name connect \
 endif::community[]
 
 ifdef::product[]
 . Deploy an instance of {registry}. See link:{LinkServiceRegistryGetStart}#installing-registry-operatorhub[{NameServiceRegistryGetStart}, Installing Service Registry from the OpenShift OperatorHub], which provides instructions for: 
 +
 * Installing AMQ Streams
 * Setting up AMQ Streams storage
 * Installing {registry}
 
 . Extract the {prodname} connector archives to create a directory structure for the connector plug-ins. 
 If you downloaded and extracted the archives for multiple {prodname} connectors, the resulting directory structure looks like the one in the following example:
 +
 [subs=+macros]
@@ -216,12 +217,12 @@ pass:quotes[*tree ./my-plugins/*]
 .. Extract the archive into the desired {prodname} connector directory.
 
 +
 To configure more than one type of {prodname} connector to use Avro serialization, extract the archive into the directory for each relevant connector type. 
 Although extracting the archive to each directory duplicates the files, by doing so you remove the possibility of conflicting dependencies.
 
 . Create and publish a custom image for running {prodname} connectors that are configured to use the Avro converter:
 
 .. Create a new `Dockerfile` by using `{DockerKafkaConnect}` as the base image. 
 In the following example, replace _my-plugins_ with the name of your plug-ins directory:
 +
 [subs=+macros]
@@ -244,8 +245,8 @@ Before Kafka Connect starts running the connector, Kafka Connect loads any third
 
 .. Point to the new container image. Do one of the following:
 +
 * Edit the `KafkaConnect.spec.image` property of the `KafkaConnect` custom resource. 
 If set, this property overrides the `STRIMZI_DEFAULT_KAFKA_CONNECT_IMAGE` variable in the Cluster Operator. 
 For example:
 +
 [source,yaml,subs=attributes+]
@@ -261,8 +262,8 @@ spec:
 +
 * In the `install/cluster-operator/050-Deployment-strimzi-cluster-operator.yaml` file, edit the `STRIMZI_DEFAULT_KAFKA_CONNECT_IMAGE` variable to point to the new container image and reinstall the Cluster Operator. If you edit this file you will need to apply it to your OpenShift cluster.
 
 . Deploy each {prodname} connector that is configured to use the Avro converter. 
 For each {prodname} connector:  
 
 .. Create a {prodname} connector instance. The following `inventory-connector.yaml` file example creates a `KafkaConnector` custom resource that defines a MySQL connector instance that is configured to use the Avro converter:
 +
@@ -271,37 +272,37 @@ For each {prodname} connector:
 apiVersion: kafka.strimzi.io/v1beta1
 kind: KafkaConnector
 metadata:
   name: inventory-connector  
   labels:
     strimzi.io/cluster: my-connect-cluster
 spec:
   class: io.debezium.connector.mysql.MySqlConnector
   tasksMax: 1  
   config:  
     database.hostname: mysql  
     database.port: 3306
     database.user: debezium
     database.password: dbz
     database.server.id: 184054  
     database.server.name: dbserver1  
     database.include.list: inventory
     database.history.kafka.bootstrap.servers: my-cluster-kafka-bootstrap:9092
     database.history.kafka.topic: schema-changes.inventory  
     key.converter: io.apicurio.registry.utils.converter.AvroConverter
     key.converter.apicurio.registry.url: http://apicurio:8080/api
     key.converter.apicurio.registry.global-id: io.apicurio.registry.utils.serde.strategy.GetOrCreateIdStrategy
     value.converter: io.apicurio.registry.utils.converter.AvroConverter
     value.converter.apicurio.registry.url: http://apicurio:8080/api
     value.converter.apicurio.registry.global-id: io.apicurio.registry.utils.serde.strategy.GetOrCreateIdStrategy
 ----
    
 .. Apply the connector instance, for example: 
 +
 `oc apply -f inventory-connector.yaml`
 +
 This registers `inventory-connector` and the connector starts to run against the `inventory` database.
 
 . Verify that the connector was created and has started to track changes in the specified database. 
 You can verify the connector instance by watching the Kafka Connect log output as, for example, `inventory-connector` starts.
 
 .. Display the Kafka Connect log output:
@@ -311,8 +312,8 @@ You can verify the connector instance by watching the Kafka Connect log output a
 oc logs $(oc get pods -o name -l strimzi.io/name=my-connect-cluster-connect)
 ----
 
 .. Review the log output to verify that the initial snapshot has been executed. 
 You should see something like the following lines: 
 +
 [source,shell,options=""nowrap""]
 ----
@@ -357,7 +358,7 @@ ifdef::community[]
 [id=""confluent-schema-registry""]
 == Confluent Schema Registry
 
 There is an alternative https://github.com/confluentinc/schema-registry[schema registry] implementation provided by Confluent. 
 The configuration is slightly different.
 
 . In your {prodname} connector configuration, specify the following properties:
@@ -434,7 +435,7 @@ As stated in the Avro link:https://avro.apache.org/docs/current/spec.html#names[
 
 {prodname} uses the column's name as the basis for the corresponding Avro field.
 This can lead to problems during serialization if the column name does not also adhere to the Avro naming rules.
 Each {prodname} connector provides a configuration property, `sanitize.field.names` that you can set to `true` if you have columns that do not adhere to Avro rules for names. 
 Setting `sanitize.field.names` to `true` allows serialization of non-conformant fields without having to actually modify your schema.
 
 ifdef::community[]
",145,,,
25,"@@ -15,7 +15,7 @@ toc::[]
 endif::community[]
 By default, {prodname} delivers every data change event that it receives to the Kafka broker.
 However, in many cases, you might be interested in only a subset of the events emitted by the producer.
 To enable you to process only the records that are relevant to you, {prodname} provides the _filter_ link:https://cwiki.apache.org/confluence/display/KAFKA/KIP-66%3A+Single+Message+Transforms+for+Kafka+Connect[simple message transform] (SMT).
 
 ifdef::community[]
 [NOTE]
",155,,,
26,"@@ -82,7 +82,8 @@ Kafka Connect automatic topic creation requires you to define the configuration
 You specify topic configuration properties in the {prodname} connector configuration by defining topic groups, and then specifying the properties to apply to each group.
 The connector configuration defines a default topic creation group, and, optionally, one or more custom topic creation groups.
 Custom topic creation groups use lists of topic name patterns to specify the topics to which the group's settings apply.
 For details about how Kafka Connect matches topics to topic creation groups, see xref:topic-creation-groups[].
 For more information about how configuration properties are assigned to groups, see xref:topic-creation-group-configuration-properties[Topic creation group configuration properties].
 
 By default, topics that Kafka Connect creates are named based on the pattern `server.schema.table`, for example, `dbserver.myschema.inventory`.
",156,,,
27,"@@ -417,6 +417,11 @@ else if (c == '=' && !inColumnName && !inColumnValue) {
                 start = index + 1;
             }
             else if (c == '\'' && inColumnValue) {
                 // Set clause single-quoted column value
                 if (inSingleQuote) {
                     inSingleQuote = false;
@@ -544,6 +549,11 @@ else if (c == 'I' && !inColumnName && !inColumnValue) {
                 }
             }
             else if (c == '\'' && inColumnValue) {
                 // Where clause single-quoted column value
                 if (inSingleQuote) {
                     inSingleQuote = false;
",87,,,
28,"@@ -336,4 +336,38 @@ public void shouldParsingRedoSqlWithParenthesisInFunctionArgumentStrings() throw
         assertThat(entry.getOldValues().get(1).getColumnData()).isNull();
         assertThat(entry.getNewValues()).isEmpty();
     }
 }
",87,,,
29,"@@ -346,8 +346,18 @@ public void testParsingDoubleSingleQuoteInWhereClause() throws Exception {
                 .addColumn(Column.editor().name(""COL2"").create())
                 .create();
 
         String sql = ""update \""DEBEZIUM\"".\""TEST\"" set \""COL2\"" = '1' where \""COL1\"" = 'Bob''s dog' and \""COL2\"" = '0';"";
         LogMinerDmlEntry entry = fastDmlParser.parse(sql, table, null);
         assertThat(entry.getCommandType()).isEqualTo(Operation.UPDATE);
         assertThat(entry.getOldValues()).hasSize(2);
         assertThat(entry.getOldValues().get(0).getColumnName()).isEqualTo(""COL1"");
",87,,,
30,"@@ -2548,7 +2548,7 @@ endif::community[]
 
 |[[mysql-property-skipped-operations]]<<mysql-property-skipped-operations, `+skipped.operations+`>>
 |
 |Comma-separated list of oplog operations to skip during streaming. Values that you can specify are: `c` for inserts/create, `u` for updates, `d` for deletes. By default, no operations are skipped.
 
 |[[mysql-property-provide-transaction-metadata]]<<mysql-property-provide-transaction-metadata, `provide.transaction.metadata`>>
 |`false`
",157,,,
31,"@@ -226,6 +226,7 @@ Raghava Ponnam
 Ram Satish
 Ramesh Reddy
 Randall Hauch
 Raúl Tovar
 Renato Mefi
 René Kerner
",158,,,
32,"@@ -1928,13 +1928,13 @@ Depending on the `_hashAlgorithm_` used, the `_salt_` selected, and the actual d
 
 |[[db2-property-tombstones-on-delete]]<<db2-property-tombstones-on-delete, `+tombstones.on.delete+`>>
 |`true`
 | Controls whether a tombstone event should be generated after a _delete_ event. +
  +
 `true` - delete operations are represented by a _delete_ event and a subsequent tombstone event. +
  +
 `false` - only a _delete_ event is sent. +
  +
 After a _delete_ operation, emitting a tombstone event enables Kafka to delete all change event records that have the same key as the deleted row.
 
 |[[db2-property-include-schema-changes]]<<db2-property-include-schema-changes, `+include.schema.changes+`>>
 |`true`
",159,,,
33,"@@ -1172,9 +1172,13 @@ Must not be used with `collection.include.list`.
 
 |[[mongodb-property-tombstones-on-delete]]<<mongodb-property-tombstones-on-delete, `+tombstones.on.delete+`>>
 |`true`
 | Controls whether a tombstone event should be generated after a delete event. +
 When `true` the delete operations are represented by a delete event and a subsequent tombstone event. When `false` only a delete event is sent. +
 Emitting the tombstone event (the default behavior) allows Kafka to completely delete all events pertaining to the given key once the source record got deleted.
 
 |[[mongodb-property-snapshot-delay-ms]]<<mongodb-property-snapshot-delay-ms, `+snapshot.delay.ms+`>>
 |
",160,,,
34,"@@ -2349,13 +2349,13 @@ endif::community[]
 
 |[[mysql-property-tombstones-on-delete]]<<mysql-property-tombstones-on-delete, `+tombstones.on.delete+`>>
 |`true`
 |Controls whether a delete event is followed by a tombstone event. +
  +
 `true`  - a delete operation is represented by a delete event and a subsequent tombstone event.  +
  +
 `false` - only a delete event is emitted. +
  +
 After a source record is deleted, emitting a tombstone event (the default behavior) allows Kafka to completely delete all events that pertain to the key of the deleted row.
 
 |[[mysql-property-message-key-columns]]<<mysql-property-message-key-columns, `+message.key.columns+`>>
 |_n/a_
",157,,,
35,"@@ -1362,9 +1362,13 @@ Note: Depending on the `_hashAlgorithm_` used, the `_salt_` selected and the act
 
 |[[oracle-property-tombstones-on-delete]]<<oracle-property-tombstones-on-delete, `+tombstones.on.delete+`>>
 |`true`
 | Controls whether a tombstone event should be generated after a delete event. +
 When `true` the delete operations are represented by a delete event and a subsequent tombstone event. When `false` only a delete event is sent. +
 Emitting the tombstone event (the default behavior) allows Kafka to completely delete all events pertaining to the given key once the source record got deleted.
 
 |[[oracle-property-message-key-columns]]<<oracle-property-message-key-columns, `+message.key.columns+`>>
 |
",161,,,
36,"@@ -2604,13 +2604,13 @@ If the publication already exists, either for all tables or configured with a su
 
 |[[postgresql-property-tombstones-on-delete]]<<postgresql-property-tombstones-on-delete, `+tombstones.on.delete+`>>
 |`true`
 | Controls whether a tombstone event should be generated after a _delete_ event. +
  +
 `true` - delete operations are represented by a _delete_ event and a subsequent tombstone event. +
  +
 `false` - only a _delete_ event is sent. +
  +
 After a _delete_ operation, emitting a tombstone event enables Kafka to delete all change event records that have the same key as the deleted row.
 
 |[[postgresql-property-column-truncate-to-length-chars]]<<postgresql-property-column-truncate-to-length-chars, `+column.truncate.to._length_.chars+`>>
 |_n/a_
",162,,,
37,"@@ -2066,9 +2066,13 @@ Note: Depending on the `_hashAlgorithm_` used, the `_salt_` selected and the act
 
 |[[sqlserver-property-tombstones-on-delete]]<<sqlserver-property-tombstones-on-delete, `+tombstones.on.delete+`>>
 |`true`
 | Controls whether a tombstone event should be generated after a delete event. +
 When `true` the delete operations are represented by a delete event and a subsequent tombstone event. When `false` only a delete event is sent. +
 Emitting the tombstone event (the default behavior) allows Kafka to completely delete all events pertaining to the given key once the source record got deleted.
 
 |[[sqlserver-property-column-truncate-to-length-chars]]<<sqlserver-property-column-truncate-to-length-chars, `+column.truncate.to._length_.chars+`>>
 |_n/a_
",163,,,
38,"@@ -1110,13 +1110,13 @@ The following configuration properties are _required_ unless a default value is
 
 |[[vitess-property-tombstones-on-delete]]<<vitess-property-tombstones-on-delete, `+tombstones.on.delete+`>>
 |`true`
 | Controls whether a tombstone event should be generated after a _delete_ event. +
  +
 `true` - delete operations are represented by a _delete_ event and a subsequent tombstone event. +
  +
 `false` - only a _delete_ event is sent. +
  +
 After a _delete_ operation, emitting a tombstone event enables Kafka to delete all change event records that have the same key as the deleted row.
 
 |[[vitess-property-message-key-columns]]<<vitess-property-message-key-columns, `+message.key.columns+`>>
 |_empty string_
",164,,,
39,"@@ -252,7 +252,7 @@ In the following example, the `payload` field contains the key:
 [[oracle-transaction-metadata]]
 === Transaction Metadata
 
 {prodname} can generate events that represents tranaction metadata boundaries and enrich data messages.
 
 ==== Transaction boundaries
 {prodname} generates events for every transaction `BEGIN` and `END`.
",161,,,
