,diff,commit_id,summary,commit_time,files
10,"@@ -20,12 +20,11 @@
 import org.jboss.weld.context.ManagedConversation;
 import org.jboss.weld.exceptions.IllegalArgumentException;
 import org.jboss.weld.exceptions.IllegalStateException;
 import org.slf4j.cal10n.LocLogger;
 
 import edu.umd.cs.findbugs.annotations.SuppressWarnings;
 
 import javax.enterprise.context.ContextNotActiveException;
 import javax.enterprise.inject.Instance;
 import javax.inject.Inject;
 import java.io.Serializable;
 import java.util.concurrent.TimeUnit;
@@ -49,7 +48,7 @@
  */
 public class ConversationImpl implements ManagedConversation, Serializable {
 
     private static final long serialVersionUID = -4745666731860421405L;
 
     private static final LocLogger log = loggerFactory().getLogger(CONVERSATION);
 
@@ -60,13 +59,13 @@ public class ConversationImpl implements ManagedConversation, Serializable {
     private ReentrantLock concurrencyLock;
     private long lastUsed;
 
     private ActiveConversationContextProxy activeConversationContextProxy;
 
     @Inject
     public ConversationImpl(Instance<ConversationContext> conversationContexts) {
         this.activeConversationContextProxy = new ActiveConversationContextProxy(conversationContexts);
         this._transient = true;
         this.timeout = activeConversationContextProxy.getDefaultTimeout();
         this.concurrencyLock = new ReentrantLock();
         touch();
     }
@@ -79,7 +78,7 @@ public void begin() {
         _transient = false;
         if (this.id == null) {
             // This a conversation that was made transient previously in this request
             this.id = activeConversationContextProxy.generateConversationId();
         }
         log.debug(PROMOTED_TRANSIENT, id);
     }
@@ -89,7 +88,7 @@ public void begin(String id) {
         if (!_transient) {
             throw new IllegalStateException(BEGIN_CALLED_ON_LONG_RUNNING_CONVERSATION);
         }
         if (activeConversationContextProxy.getConversation(id) != null) {
             throw new IllegalArgumentException(CONVERSATION_ID_ALREADY_IN_USE, id);
         }
         _transient = false;
@@ -182,76 +181,17 @@ public boolean unlock() {
     }
 
     private void verifyConversationContextActive() {
         if (!activeConversationContextProxy.isContextActive()) {
             throw new ContextNotActiveException(""Conversation Context not active when method called on conversation "" + this);
         }
     }
 
 
     @SuppressWarnings(value = ""SE_BAD_FIELD"", justification = ""InstanceImpl, which we actually use, is serializable"")
     private static class ActiveConversationContextProxy implements Serializable {
 
         private static final long serialVersionUID = 952323629449500464L;
 
         private final Instance<ConversationContext> conversationContexts;
 
         public ActiveConversationContextProxy(Instance<ConversationContext> conversationContexts) {
             this.conversationContexts = conversationContexts;
         }
 
         public boolean isContextActive() {
             ConversationContext ctx = getActiveConversationContext();
             try {
                 return ctx != null;
             } finally {
                 if (ctx != null) {
                     destroy(ctx);
                 }
             }
         }
 
         public long getDefaultTimeout() {
             ConversationContext ctx = getActiveConversationContext();
             try {
                 return ctx == null ? 0 : ctx.getDefaultTimeout();
             } finally {
                 if (ctx != null) {
                     destroy(ctx);
                 }
             }
         }
 
         public String generateConversationId() {
             ConversationContext ctx = getActiveConversationContext();
             try {
                 return ctx.generateConversationId();
             } finally {
                 destroy(ctx);
             }
         }
 
         public ManagedConversation getConversation(String id) {
             ConversationContext ctx = getActiveConversationContext();
             try {
                 return ctx.getConversation(id);
             } finally {
                 destroy(ctx);
             }
         }
 
         private ConversationContext getActiveConversationContext() {
             for (ConversationContext ctx : conversationContexts) {
                 if (ctx.isActive()) {
                     return ctx;
                 } else {
                     destroy(ctx);
                 }
             }
             return null;
         }
 
         private void destroy(ConversationContext conversationContext) {
             conversationContexts.destroy(conversationContext);
         }
     }
 }
",114,,,
11,"@@ -702,6 +702,10 @@ public Context getContext(Class<? extends Annotation> scopeType) {
         return activeContext;
     }
 
     /**
      * Indicates whether there is an active context for a given scope.
      *
",138,,,
12,"@@ -111,4 +111,8 @@ public interface CommonLogger extends WeldEnvironmentLogger {
 
     @Message(id = 27, value = ""Unable to find constructor for of {0} accepting parameters: {1}."", format = Format.MESSAGE_FORMAT)
     IllegalStateException unableToFindConstructor(Object param1, Object param2);
 }
",260,,,
13,"@@ -56,11 +56,14 @@ public class EnhancedListener extends ForwardingServletListener implements Servl
     public void onStartup(Set<Class<?>> classes, ServletContext context) throws ServletException {
         WeldServletLogger.LOG.initializeWeldUsingServletContainerInitializer();
         context.setAttribute(ENHANCED_LISTENER_USED_ATTRIBUTE_NAME, Boolean.TRUE);
         lifecycle = new WeldServletLifecycle();
         lifecycle.initialize(context);
         context.setAttribute(WeldServletLifecycle.INSTANCE_ATTRIBUTE_NAME, lifecycle);
         context.addListener(this);
         super.contextInitialized(new ServletContextEvent(context));
     }
 
     @Override
",261,,,
14,"@@ -103,15 +103,28 @@ public class WeldServletLifecycle {
         }
     }
 
     void initialize(ServletContext context) {
 
         WeldManager manager = (WeldManager) context.getAttribute(BEAN_MANAGER_ATTRIBUTE_NAME);
         if (manager != null) {
             isBootstrapNeeded = false;
         }
 
         if (isBootstrapNeeded) {
             CDI11Deployment deployment = createDeployment(context, bootstrap);
             ResourceInjectionServices resourceInjectionServices = new ServletResourceInjectionServices() {
             };
             try {
@@ -171,6 +184,7 @@ void initialize(ServletContext context) {
         if (isBootstrapNeeded) {
             bootstrap.deployBeans().validateBeans().endInitialization();
         }
     }
 
     void destroy(ServletContext context) {
",262,,,
15,"@@ -0,0 +1,43 @@
",263,,,
16,"@@ -0,0 +1,34 @@
",264,,,
17,"@@ -0,0 +1,34 @@
",265,,,
18,"@@ -39,6 +39,7 @@
 import org.jboss.weld.injection.attributes.WeldInjectionPointAttributes;
 import org.jboss.weld.interceptor.util.proxy.TargetInstanceProxy;
 import org.jboss.weld.logging.BeanLogger;
 import org.jboss.weld.security.GetDeclaredMethodsAction;
 import org.jboss.weld.util.bytecode.BytecodeUtils;
 import org.jboss.weld.util.bytecode.DescriptorUtils;
@@ -273,7 +274,9 @@ public void getDeclaredMethod(ClassMethod classMethod, String declaringClass, St
                 // and store it in the array
                 code.aastore();
             }
             code.invokevirtual(JAVA_LANG_CLASS_CLASS_NAME, ""getDeclaredMethod"", ""("" + LJAVA_LANG_STRING + ""["" + LJAVA_LANG_CLASS + "")"" + LJAVA_LANG_REFLECT_METHOD);
         }
 
         static final TargetInstanceBytecodeMethodResolver INSTANCE = new TargetInstanceBytecodeMethodResolver();
",266,,,
19,"@@ -17,11 +17,14 @@
 
 package org.jboss.weld.bean.proxy;
 
 import java.util.concurrent.atomic.AtomicLong;
 
 import org.jboss.classfilewriter.AccessFlag;
 import org.jboss.classfilewriter.ClassMethod;
 import org.jboss.classfilewriter.code.CodeAttribute;
 import org.jboss.weld.util.bytecode.BytecodeUtils;
 
 /**
@@ -59,7 +62,9 @@ public void getDeclaredMethod(final ClassMethod classMethod, final String declar
             // and store it in the array
             code.aastore();
         }
         code.invokevirtual(Class.class.getName(), ""getDeclaredMethod"", ""(Ljava/lang/String;[Ljava/lang/Class;)Ljava/lang/reflect/Method;"");
         code.putstatic(classMethod.getClassFile().getName(), fieldName, LJAVA_LANG_REFLECT_METHOD);
 
         CodeAttribute methodCode = classMethod.getCodeAttribute();
",267,,,
20,"@@ -0,0 +1,90 @@
",268,,,
21,"@@ -50,6 +50,7 @@
 import org.jboss.weld.logging.BeanLogger;
 import org.jboss.weld.security.GetDeclaredConstructorsAction;
 import org.jboss.weld.security.GetDeclaredMethodsAction;
 import org.jboss.weld.security.NewInstanceAction;
 import org.jboss.weld.serialization.spi.BeanIdentifier;
 import org.jboss.weld.serialization.spi.ContextualStore;
@@ -451,10 +452,13 @@ private Class<T> createProxyClass(String proxyClassName) throws Exception {
         // TODO: change the ProxyServices SPI to allow the container to figure out
         // which PD to use
 
 
         ProtectionDomain domain = proxiedBeanType.getProtectionDomain();
         if (proxiedBeanType.getPackage() == null || proxiedBeanType.equals(Object.class)) {
             domain = ProxyFactory.class.getProtectionDomain();
         }
         Class<T> proxyClass = cast(ClassFileUtils.toClass(proxyClassType, classLoader, domain));
         BeanLogger.LOG.createdProxyClass(proxyClass, Arrays.toString(proxyClass.getInterfaces()));
",269,,,
22,"@@ -47,6 +47,7 @@
 import org.jboss.weld.bean.builtin.BeanManagerBean;
 import org.jboss.weld.bean.builtin.BeanManagerImplBean;
 import org.jboss.weld.bean.builtin.ContextBean;
 import org.jboss.weld.bean.proxy.util.SimpleProxyServices;
 import org.jboss.weld.bootstrap.api.Environment;
 import org.jboss.weld.bootstrap.api.Service;
@@ -316,6 +317,7 @@ private void addImplementationServices(ServiceRegistry services) {
         }
 
         services.add(ServletContextService.class, new ServletContextService());
     }
 
     // needs to be resolved once extension beans are deployed
",270,,,
23,"@@ -21,6 +21,10 @@
 
 public class GetDeclaredMethodAction extends AbstractReflectionAction implements PrivilegedExceptionAction<Method> {
 
     protected final String methodName;
     protected final Class<?>[] parameterTypes;
 
",271,,,
24,"@@ -0,0 +1,34 @@
",272,,,
25,"@@ -43,6 +43,14 @@ To run the example in this configuration, run:
 
 In the log, you should see a confirmation that existing Jandex index was found and used.
 
 
 Swing Example: Number Guess
 ---------------------------
",273,,,
26,"@@ -0,0 +1,3 @@
",274,,,
27,"@@ -238,7 +238,7 @@ private static String createCompoundProxyName(String contextId, Bean<?> bean, Ty
         //append the hash code of the bean id to be sure
         if (bean != null) {
             final BeanIdentifier id = Container.instance(contextId).services().get(ContextualStore.class).putIfAbsent(bean);
             name.append(id.hashCode());
         }
         className = name.toString();
         return className;
",269,,,
28,"@@ -274,7 +274,7 @@ public void getDeclaredMethod(ClassMethod classMethod, String declaringClass, St
                 // and store it in the array
                 code.aastore();
             }
             code.invokestatic(GetDeclaredMethodAction.class.getName(), ""of"", ""(Ljava/lang/Class;Ljava/lang/String;[Ljava/lang/Class;)Lorg/jboss/weld/security/GetDeclaredMethodAction;"");
             code.invokestatic(AccessController.class.getName(), ""doPrivileged"", ""(Ljava/security/PrivilegedAction;)Ljava/lang/Object;"");
             code.checkcast(Method.class);
         }
",266,,,
29,"@@ -62,7 +62,7 @@ public void getDeclaredMethod(final ClassMethod classMethod, final String declar
             // and store it in the array
             code.aastore();
         }
         code.invokestatic(GetDeclaredMethodAction.class.getName(), ""of"", ""(Ljava/lang/Class;Ljava/lang/String;[Ljava/lang/Class;)Lorg/jboss/weld/security/GetDeclaredMethodAction;"");
         code.invokestatic(AccessController.class.getName(), ""doPrivileged"", ""(Ljava/security/PrivilegedAction;)Ljava/lang/Object;"");
         code.checkcast(Method.class);
         code.putstatic(classMethod.getClassFile().getName(), fieldName, LJAVA_LANG_REFLECT_METHOD);
",267,,,
30,"@@ -144,4 +144,7 @@ public interface ReflectionLogger extends WeldLogger {
     @Message(id = 624, value = ""Invalid type argument combination: {0}; {1}."", format = Format.MESSAGE_FORMAT)
     IllegalArgumentException invalidTypeArgumentCombination(Type type1, Type type2);
 
 }
\ No newline at end of file
",275,,,
31,"@@ -17,12 +17,24 @@
 package org.jboss.weld.security;
 
 import java.lang.reflect.Method;
 import java.security.PrivilegedExceptionAction;
 
 public class GetDeclaredMethodAction extends AbstractReflectionAction implements PrivilegedExceptionAction<Method> {
 
     public static GetDeclaredMethodAction of(Class<?> javaClass, String methodName, Class<?>... parameterTypes) {
         return new GetDeclaredMethodAction(javaClass, methodName, parameterTypes);
     }
 
     protected final String methodName;
@@ -34,8 +46,29 @@ public GetDeclaredMethodAction(Class<?> javaClass, String methodName, Class<?>..
         this.parameterTypes = parameterTypes;
     }
 
     @Override
     public Method run() throws NoSuchMethodException {
         return javaClass.getDeclaredMethod(methodName, parameterTypes);
     }
 }
",271,,,
32,"@@ -47,7 +47,7 @@ private void init() {
             Field accessor = AccessController.doPrivileged(new GetDeclaredFieldAction(unsafe, ""theUnsafe""));
             AccessController.doPrivileged(SetAccessibleAction.of(accessor));
             unsafeInstance = accessor.get(null);
             allocateInstanceMethod = AccessController.doPrivileged(new GetDeclaredMethodAction(unsafe, ""allocateInstance"", Class.class));
         } catch (Exception e) {
             // OK to fail
         }
",276,,,
33,"@@ -118,13 +118,13 @@ public void testGetMethodNotFound() throws Throwable {
 
     @Test
     public void testGetDeclaredMethod() throws PrivilegedActionException {
         Assert.assertNotNull(AccessController.doPrivileged(new GetDeclaredMethodAction(TestObject.class, ""publicTest"", new Class<?>[]{String.class})));
     }
 
     @Test(expected = NoSuchMethodException.class)
     public void testGetDeclaredMethodNotFound() throws Throwable {
         try {
             AccessController.doPrivileged(new GetDeclaredMethodAction(TestObject.class, ""xpublicTest"", new Class<?>[]{String.class}));
         } catch (PrivilegedActionException e) {
             throw e.getCause();
         }
",277,,,
34,"@@ -47,7 +47,7 @@ public class SessionBeanInterceptor  extends AbstractEJBRequestScopeActivationIn
     public Object aroundInvoke(InvocationContext invocation) throws Exception {
         if (beanManager == null) {
             this.beanManager = obtainBeanManager(invocation);
             this.ejbRequestContext = getEjbRequestContext();
         }
         return super.aroundInvoke(invocation);
     }
",237,,,
35,"@@ -132,4 +132,16 @@ protected boolean isAssignableFrom(ActualTypeHolder requiredType, Type otherType
         }
         return false;
     }
 }
",278,,,
36,"@@ -26,7 +26,9 @@
 import java.util.Set;
 
 import org.jboss.weld.util.Types;
 import org.jboss.weld.util.reflection.Reflections;
 import edu.umd.cs.findbugs.annotations.SuppressWarnings;
 /**
  * Assignability rules for observer method resolution. Serves as a superclass for stricter {@link BeanTypeAssignabilityRules}.
@@ -208,7 +210,12 @@ public boolean areTypesInsideBounds(Type[] types, Type[] lowerBounds, Type[] upp
     protected boolean matches(ActualTypeHolder requiredType, Type otherType) {
         otherType = wrapWithinTypeHolder(otherType);
         if (otherType instanceof ActualTypeHolder) {
             return matches(requiredType, (ActualTypeHolder) otherType);
         }
         if (otherType instanceof TypeVariable<?>) {
             TypeVariable<?> typeVariable = (TypeVariable<?>) otherType;
@@ -231,6 +238,16 @@ protected boolean matches(ActualTypeHolder requiredType, ActualTypeHolder otherT
         return requiredType.getBoxedRawType().equals(otherTypeHolder.getBoxedRawType()) && areActualTypeArgumentsMatching(requiredType, otherTypeHolder.getActualTypeArguments());
     }
 
     protected boolean areActualTypeArgumentsMatching(ActualTypeHolder requiredType, Type[] otherActualTypeArguments) {
         for (int i = 0; i < requiredType.getActualTypeArguments().length; i++) {
             Type type1 = requiredType.getActualTypeArguments()[i];
@@ -293,6 +310,20 @@ private Class<?> getBoxedRawType() {
             return Types.boxedClass(getRawType());
         }
 
         @Override
         public String toString() {
             return ""ActualTypeHolder [rawType="" + rawType + "", actualTypeArguments="" + Arrays.toString(actualTypeArguments) + ""]"";
",279,,,
37,"@@ -108,7 +108,7 @@ public void testWildcardFooArrayMatchesStringFooArray() throws Exception {
         }.getType();
         Type wildcardFooArrayType = new TypeLiteral<Foo<?>[]>() {
         }.getType();
         Assert.assertTrue(""Foo<?>[] should be assignable from Foo<String>[]"", getRules().matches(wildcardFooArrayType, stringFooArrayType));
     }
 
     @Test
",280,,,
38,"@@ -28,6 +28,7 @@
 
 import org.jboss.weld.resolution.AssignabilityRules;
 import org.jboss.weld.resolution.EventTypeAssignabilityRules;
 import org.junit.Test;
 
 
@@ -78,6 +79,7 @@ public void testWildcardFooMatchesBoundedWildcardFoo() throws Exception {
         Assert.assertTrue(""Foo<?> should be assignable from Foo<? extends Number>"", getRules().matches(wildcardFooType, boundedWildcardFooType));
     }
 
     @Test
     public <F extends Number> void testParameterizedBeanWithBoundedVariableTypeParameter() throws Exception {
         Assert.assertTrue(""Foo<F extends Number> should be assignable to Foo"",
@@ -145,4 +147,36 @@ public void testParameterizedTypes() {
         assertTrue(""Foo<Number> should be assignable to Foo<Number>"", getRules().matches(observerType, eventType1));
         assertFalse(""Foo<Integer> should not be assignable to Foo<Number>"", getRules().matches(observerType, eventType2));
     }
 }
",281,,,
39,"@@ -32,12 +32,6 @@
             </class>
 
             <!-- Issues in Weld (the RI) -->
             <!-- WELD-1639 -->
             <class name=""org.jboss.cdi.tck.tests.event.observer.wildcardAndTypeVariable.ObserverMethodWithParametertizedTypeTest"">
                 <methods>
                     <exclude name=""testObserverMethodCanObserveArrayWildcard""/>
                 </methods>
             </class>
 
             <!-- Issues in WildFly -->
             <!-- WFLY-2654 -->
",282,,,
40,"@@ -16,8 +16,10 @@
  */
 package org.jboss.weld.bootstrap.events;
 
 import java.lang.reflect.Member;
 import java.lang.reflect.Type;
 import java.util.LinkedList;
 import java.util.List;
 import java.util.Set;
@@ -189,17 +191,35 @@ private void fireProcessAnnotatedType(ProcessAnnotatedTypeImpl<?> event, BeanMan
     private void fireProcessAnnotatedType(ProcessAnnotatedTypeImpl<?> event, Set<ExtensionObserverMethodImpl<?, ?>> observers) {
         List<Throwable> errors = new LinkedList<Throwable>();
         for (ExtensionObserverMethodImpl observer : observers) {
             try {
                 observer.notify(event);
             } catch (Throwable e) {
                 errors.add(e);
             }
         }
         if (!errors.isEmpty()) {
             throw new DefinitionException(errors);
         }
     }
 
 
     public void fireProcessBean(BeanManagerImpl beanManager, Bean<?> bean) {
         if (isProcessBeanObserved()) {
",283,,,
41,"@@ -169,7 +169,7 @@ protected boolean apply(UnbackedAnnotatedType<?> annotatedType, Class<? extends
 
     protected boolean containsAnnotation(BackedAnnotatedType<?> annotatedType, Collection<Class<? extends Annotation>> requiredAnnotations) {
         for (Class<? extends Annotation> requiredAnnotation : requiredAnnotations) {
             if (discovery.containsAnnotation(annotatedType.getJavaClass(), requiredAnnotation)) {
                 return true;
             }
         }
",284,,,
