,diff,commit_id,summary,commit_time,files
858,"@@ -19,6 +19,7 @@
 
 import static org.wildfly.common.Assert.checkNotNullParam;
 import static org.wildfly.security._private.ElytronMessages.log;
 
 import java.security.NoSuchAlgorithmException;
 import java.security.NoSuchProviderException;
@@ -58,7 +59,7 @@ public final class CredentialStore {
      * @throws NoSuchAlgorithmException if the given algorithm has no available implementations
      */
     public static CredentialStore getInstance(String algorithm) throws NoSuchAlgorithmException {
         return getInstance(algorithm, Security::getProviders);
     }
 
     /**
",487,,,
859,"@@ -32,9 +32,9 @@
 import static org.wildfly.security.http.HttpConstants.SHA256;
 import static org.wildfly.security.http.HttpConstants.SHA512_256;
 import static org.wildfly.security.http.HttpConstants.SPNEGO_NAME;
 
 import java.security.Provider;
 import java.security.Security;
 import java.util.ArrayList;
 import java.util.Map;
 import java.util.function.Supplier;
@@ -58,7 +58,7 @@ public class ServerMechanismFactoryImpl implements HttpServerAuthenticationMecha
     private final Supplier<Provider[]> providers;
 
     public ServerMechanismFactoryImpl() {
         providers = Security::getProviders;
     }
 
     public ServerMechanismFactoryImpl(final Provider provider) {
",484,,,
860,"@@ -19,11 +19,11 @@
 
 import static org.wildfly.common.Assert.checkNotNullParam;
 import static org.wildfly.security._private.ElytronMessages.log;
 
 import java.security.NoSuchAlgorithmException;
 import java.security.Provider;
 import java.security.Provider.Service;
 import java.security.Security;
 import java.util.Arrays;
 import java.util.Collections;
 import java.util.LinkedHashSet;
@@ -61,7 +61,7 @@ public SecurityProviderServerMechanismFactory(Supplier<Provider[]> providerSuppl
      * Construct a new instance which uses the globally registered {@link Provider} instances.
      */
     public SecurityProviderServerMechanismFactory() {
         this(Security::getProviders);
     }
 
     /**
",20,,,
861,"@@ -19,6 +19,7 @@
 package org.wildfly.security.password;
 
 import static org.wildfly.security._private.ElytronMessages.log;
 
 import java.security.InvalidAlgorithmParameterException;
 import java.security.InvalidKeyException;
@@ -72,7 +73,7 @@ public PasswordFactory(final PasswordFactorySpi spi, final Provider provider, fi
      * @throws NoSuchAlgorithmException if the given algorithm has no available implementations
      */
     public static PasswordFactory getInstance(String algorithm) throws NoSuchAlgorithmException {
         return getInstance(algorithm, Security::getProviders);
     }
 
     /**
",488,,,
862,"@@ -17,6 +17,8 @@
  */
 package org.wildfly.security.password.spec;
 
 import org.wildfly.security._private.ElytronMessages;
 import org.wildfly.security.password.Password;
 import org.wildfly.security.password.PasswordFactory;
@@ -27,7 +29,6 @@
 import java.nio.charset.StandardCharsets;
 import java.security.NoSuchAlgorithmException;
 import java.security.Provider;
 import java.security.Security;
 import java.security.spec.InvalidKeySpecException;
 import java.util.function.Supplier;
 
@@ -77,7 +78,7 @@ public static byte[] encode(PasswordSpec passwordSpec) throws NoSuchAlgorithmExc
      * @return a byte array representing the encoded password or null if no encoder was capable to encode the given password
      */
     public static byte[] encode(Password password) throws NoSuchAlgorithmException, InvalidKeySpecException {
         return encode(password, Security::getProviders);
     }
 
     /**
",489,,,
863,"@@ -18,10 +18,11 @@
 
 package org.wildfly.security.sasl.digest;
 
 import java.nio.charset.Charset;
 import java.nio.charset.StandardCharsets;
 import java.security.Provider;
 import java.security.Security;
 import java.util.Collections;
 import java.util.Map;
 import java.util.function.Supplier;
@@ -48,7 +49,7 @@ public class DigestClientFactory extends AbstractDigestFactory implements SaslCl
     private final Supplier<Provider[]> providers;
 
     public DigestClientFactory() {
         providers = Security::getProviders;
     }
 
     public DigestClientFactory(final Provider provider) {
",31,,,
864,"@@ -19,12 +19,12 @@
 package org.wildfly.security.sasl.digest;
 
 import static org.wildfly.security._private.ElytronMessages.saslDigest;
 
 import java.io.IOException;
 import java.nio.charset.Charset;
 import java.nio.charset.StandardCharsets;
 import java.security.Provider;
 import java.security.Security;
 import java.util.Collections;
 import java.util.HashSet;
 import java.util.Locale;
@@ -57,7 +57,7 @@ public class DigestServerFactory extends AbstractDigestFactory implements SaslSe
     private final Supplier<Provider[]> providers;
 
     public DigestServerFactory() {
         providers = Security::getProviders;
     }
 
     public DigestServerFactory(final Provider provider) {
",48,,,
865,"@@ -19,11 +19,11 @@
 package org.wildfly.security.sasl.otp;
 
 import static org.wildfly.security.sasl.otp.OTPUtil.*;
 
 import java.security.NoSuchAlgorithmException;
 import java.security.Provider;
 import java.security.SecureRandom;
 import java.security.Security;
 import java.util.Collections;
 import java.util.Map;
 import java.util.function.Supplier;
@@ -50,7 +50,7 @@ public final class OTPSaslClientFactory implements SaslClientFactory {
     private final Supplier<Provider[]> providers;
 
     public OTPSaslClientFactory() {
         providers = Security::getProviders;
     }
 
     public OTPSaslClientFactory(final Provider provider) {
",490,,,
866,"@@ -18,8 +18,9 @@
 
 package org.wildfly.security.sasl.otp;
 
 import java.security.Provider;
 import java.security.Security;
 import java.util.Map;
 import java.util.function.Supplier;
 
@@ -43,7 +44,7 @@ public final class OTPSaslServerFactory implements SaslServerFactory {
     private final Supplier<Provider[]> providers;
 
     public OTPSaslServerFactory() {
         providers = Security::getProviders;
     }
 
     public OTPSaslServerFactory(final Provider provider) {
",491,,,
867,"@@ -19,10 +19,10 @@
 package org.wildfly.security.sasl.scram;
 
 import static org.wildfly.security._private.ElytronMessages.saslScram;
 
 import java.io.IOException;
 import java.security.Provider;
 import java.security.Security;
 import java.util.Collections;
 import java.util.Map;
 import java.util.function.Supplier;
@@ -52,7 +52,7 @@ public final class ScramSaslClientFactory implements SaslClientFactory {
 
     public ScramSaslClientFactory() {
         super();
         providers = Security::getProviders;
     }
 
     public ScramSaslClientFactory(final Provider provider) {
",492,,,
868,"@@ -19,10 +19,10 @@
 package org.wildfly.security.sasl.scram;
 
 import static org.wildfly.security._private.ElytronMessages.saslScram;
 
 import java.io.IOException;
 import java.security.Provider;
 import java.security.Security;
 import java.util.Collections;
 import java.util.Map;
 import java.util.function.Supplier;
@@ -51,7 +51,7 @@ public final class ScramSaslServerFactory implements SaslServerFactory {
     private final Supplier<Provider[]> providers;
 
     public ScramSaslServerFactory() {
         providers = Security::getProviders;
     }
 
     public ScramSaslServerFactory(final Provider provider) {
",493,,,
869,"@@ -18,8 +18,9 @@
 
 package org.wildfly.security.sasl.util;
 
 import java.security.Provider;
 import java.security.Security;
 import java.util.Map;
 import java.util.function.BiPredicate;
 
@@ -42,8 +43,8 @@ public final class SaslFactories {
     private SaslFactories() {
     }
 
     private static final SecurityProviderSaslClientFactory providerSaslClientFactory = new SecurityProviderSaslClientFactory(Security::getProviders);
     private static final SecurityProviderSaslServerFactory providerSaslServerFactory = new SecurityProviderSaslServerFactory(Security::getProviders);
 
     static final String[] NO_STRINGS = new String[0];
     static final String PROVIDER_FILTER_KEY = ""org.wildfly.internal.PFK"";
",494,,,
870,"@@ -18,11 +18,12 @@
 
 package org.wildfly.security.sasl.util;
 
 import java.security.InvalidParameterException;
 import java.security.NoSuchAlgorithmException;
 import java.security.Provider;
 import java.security.Provider.Service;
 import java.security.Security;
 import java.util.ArrayList;
 import java.util.Arrays;
 import java.util.Collections;
@@ -64,7 +65,7 @@ public SecurityProviderSaslClientFactory(final Supplier<Provider[]> providerSupp
      * Construct a new instance.  The currently installed system providers are used.
      */
     public SecurityProviderSaslClientFactory() {
         this(Security::getProviders);
     }
 
     @Override
",495,,,
871,"@@ -18,11 +18,12 @@
 
 package org.wildfly.security.sasl.util;
 
 import java.security.InvalidParameterException;
 import java.security.NoSuchAlgorithmException;
 import java.security.Provider;
 import java.security.Provider.Service;
 import java.security.Security;
 import java.util.Arrays;
 import java.util.Collections;
 import java.util.LinkedHashSet;
@@ -63,7 +64,7 @@ public SecurityProviderSaslServerFactory(final Supplier<Provider[]> providerSupp
      * Construct a new instance.  The currently installed system providers are used.
      */
     public SecurityProviderSaslServerFactory() {
         this(Security::getProviders);
     }
 
     @Override
",496,,,
872,"@@ -18,8 +18,9 @@
 
 package org.wildfly.security.ssl;
 
 import java.security.Provider;
 import java.security.Security;
 import java.util.function.Supplier;
 
 import javax.net.ssl.KeyManager;
@@ -70,7 +71,7 @@ public final class SSLContextBuilder {
     private int sessionTimeout;
     private SecurityFactory<X509ExtendedKeyManager> keyManagerSecurityFactory;
     private SecurityFactory<X509TrustManager> trustManagerSecurityFactory = SSLUtils.getDefaultX509TrustManagerSecurityFactory();
     private Supplier<Provider[]> providerSupplier = Security::getProviders;
     private String providerName;
     private boolean wrap = true;
     private MechanismConfigurationSelector mechanismConfigurationSelector;
",14,,,
873,"@@ -19,6 +19,7 @@
 package org.wildfly.security.util;
 
 import java.security.Provider;
 import java.util.ArrayList;
 import java.util.function.Predicate;
 import java.util.function.Supplier;
@@ -32,6 +33,11 @@
  */
 public final class ProviderUtil {
 
     /**
      * Find the first provider from the supplier which provides the given service type and algorithm name.  The simple
      * name of the service type class is used to identify the service.
",34,,,
889,"@@ -1619,6 +1619,9 @@ public interface ElytronMessages extends BasicLogger {
     @Message(id = 7024, value = ""Invalid length encountered for boolean type tag"")
     ASN1Exception asnInvalidLengthForBooleanTypeTag();
 
     /* password package */
 
     @Message(id = 8001, value = ""Unrecognized key spec algorithm"")
",370,,,
890,"@@ -499,6 +499,13 @@ public static final class URIName extends GeneralName {
          */
         public URIName(final String name) {
             super(URI_NAME);
             this.name = name;
         }
 
",138,,,
891,"@@ -153,7 +153,7 @@ public void testSelfSignedCertificateWithStringExtensionValues() throws Exceptio
                 .addExtension(false, ""ExtendedKeyUsage"", ""clientAuth,timeStamping"")
                 .addExtension(false, ""SubjectAlternativeName"", ""email:bobsmith@example.com,DNS:bobsmith.example.com"")
                 .addExtension(false, ""IssuerAlternativeName"", ""IP:10.20.30.40,uri:http://some.url.com"")
                 .addExtension(false, ""AuthorityInfoAccess"", ""ocsp:uri:10.20.30.40:8080,caIssuers:DNS:issuers.example.com"")
                 .addExtension(false, ""SubjectInfoAccess"", ""timeStamping:IP:11.22.33.44,caRepository:uri:http://another.url.com"")
                 .build();
         X509Certificate certificate = selfSignedX509CertificateAndSigningKey.getSelfSignedCertificate();
",499,,,
893,"@@ -17,20 +17,7 @@
  */
 package org.wildfly.security.auth.realm.jdbc;
 
 import org.wildfly.common.Assert;
 import org.wildfly.security.auth.principal.NamePrincipal;
 import org.wildfly.security.auth.realm.CacheableSecurityRealm;
 import org.wildfly.security.auth.realm.jdbc.mapper.AttributeMapper;
 import org.wildfly.security.auth.server.RealmIdentity;
 import org.wildfly.security.auth.server.RealmUnavailableException;
 import org.wildfly.security.auth.SupportLevel;
 import org.wildfly.security.authz.Attributes;
 import org.wildfly.security.authz.AuthorizationIdentity;
 import org.wildfly.security.authz.MapAttributes;
 import org.wildfly.security.credential.Credential;
 import org.wildfly.security.evidence.Evidence;
 
 import javax.sql.DataSource;
 
 import java.security.Principal;
 import java.security.Provider;
@@ -39,13 +26,26 @@
 import java.sql.PreparedStatement;
 import java.sql.ResultSet;
 import java.sql.SQLException;
 import java.util.ArrayList;
 import java.util.List;
 import java.util.function.Consumer;
 import java.util.function.Supplier;
 import java.util.stream.Collectors;
 
 import static org.wildfly.security._private.ElytronMessages.log;
 
 /**
  * Security realm implementation backed by a database.
@@ -125,21 +125,13 @@ public Principal getRealmIdentityPrincipal() {
         @Override
         public SupportLevel getCredentialAcquireSupport(final Class<? extends Credential> credentialType, final String algorithmName, final AlgorithmParameterSpec parameterSpec) throws RealmUnavailableException {
             Assert.checkNotNullParam(""credentialType"", credentialType);
             SupportLevel support = SupportLevel.UNSUPPORTED;
             for (QueryConfiguration configuration : JdbcSecurityRealm.this.queryConfiguration) {
                 for (KeyMapper keyMapper : configuration.getColumnMappers(KeyMapper.class)) {
                     if (keyMapper.getCredentialAcquireSupport(credentialType, algorithmName, parameterSpec).mayBeSupported()) {
                         final SupportLevel mapperSupport = executePrincipalQuery(configuration, r -> keyMapper.getCredentialSupport(r, providers));
                         if (mapperSupport == SupportLevel.SUPPORTED) {
                             return SupportLevel.SUPPORTED;
                         } else if (mapperSupport == SupportLevel.POSSIBLY_SUPPORTED) {
                             support = SupportLevel.POSSIBLY_SUPPORTED;
                         }
                     }
                 }
             }
 
             return support;
         }
 
         @Override
@@ -155,15 +147,10 @@ public <C extends Credential> C getCredential(final Class<C> credentialType, fin
         @Override
         public <C extends Credential> C getCredential(final Class<C> credentialType, final String algorithmName, final AlgorithmParameterSpec parameterSpec) throws RealmUnavailableException {
             Assert.checkNotNullParam(""credentialType"", credentialType);
             for (QueryConfiguration configuration : JdbcSecurityRealm.this.queryConfiguration) {
                 for (KeyMapper keyMapper : configuration.getColumnMappers(KeyMapper.class)) {
                     if (keyMapper.getCredentialAcquireSupport(credentialType, algorithmName, parameterSpec).mayBeSupported()) {
                         final Credential credential = executePrincipalQuery(configuration, r -> keyMapper.map(r, providers));
                         if (credential != null && credential.matches(credentialType, algorithmName, parameterSpec)) {
                             return credentialType.cast(credential);
                         }
                     }
                 }
             }
 
             return null;
@@ -172,33 +159,22 @@ public <C extends Credential> C getCredential(final Class<C> credentialType, fin
         @Override
         public SupportLevel getEvidenceVerifySupport(final Class<? extends Evidence> evidenceType, final String algorithmName) throws RealmUnavailableException {
             Assert.checkNotNullParam(""evidenceType"", evidenceType);
             SupportLevel support = SupportLevel.UNSUPPORTED;
             for (QueryConfiguration configuration : JdbcSecurityRealm.this.queryConfiguration) {
                 for (KeyMapper keyMapper : configuration.getColumnMappers(KeyMapper.class)) {
                     if (keyMapper.getEvidenceVerifySupport(evidenceType, algorithmName).mayBeSupported()) {
                         final SupportLevel mapperSupport = executePrincipalQuery(configuration, r -> keyMapper.getCredentialSupport(r, providers));
                         if (mapperSupport == SupportLevel.SUPPORTED) {
                             return SupportLevel.SUPPORTED;
                         } else if (mapperSupport == SupportLevel.POSSIBLY_SUPPORTED) {
                             support = SupportLevel.POSSIBLY_SUPPORTED;
                         }
                     }
                 }
             }
 
             return support;
         }
 
         @Override
         public boolean verifyEvidence(final Evidence evidence) throws RealmUnavailableException {
             Assert.checkNotNullParam(""evidence"", evidence);
 
             if (exists()) {
                 for (Credential credential : this.identity.credentials) {
                     if (credential.canVerify(evidence)) {
                         return credential.verify(evidence);
                     }
                 }
             }
 
             return false;
@@ -254,16 +230,17 @@ private JdbcIdentity getIdentity() {
 
                     return attributes;
                 })).map(attributes -> {
                     List<Credential> credentials = new ArrayList<>();
 
                     for (QueryConfiguration configuration : queryConfiguration) {
                         for (KeyMapper keyMapper : configuration.getColumnMappers(KeyMapper.class)) {
                             credentials.add(executePrincipalQuery(configuration, r -> keyMapper.map(r, providers)));
                         }
                     }
 
                     return new JdbcIdentity(attributes, credentials);
                 }).orElse(null);
             }
 
             return this.identity;
@@ -304,11 +281,11 @@ private <E> E executePrincipalQuery(QueryConfiguration configuration, ResultSetC
         private class JdbcIdentity {
 
             private final Attributes attributes;
             private List<Credential> credentials = new ArrayList<>();
 
             JdbcIdentity(Attributes attributes, List<Credential> credentials) {
                 this.attributes = attributes;
                 this.credentials = credentials;
             }
         }
     }
",12,,,
894,"@@ -29,7 +29,6 @@
 import java.util.List;
 import java.util.function.Consumer;
 import java.util.function.Supplier;
 import java.util.stream.Collectors;
 
 import javax.sql.DataSource;
 
@@ -112,6 +111,7 @@ public void registerIdentityChangeListener(Consumer<Principal> listener) {
     private class JdbcRealmIdentity implements RealmIdentity {
 
         private final String name;
         private JdbcIdentity identity;
 
         public JdbcRealmIdentity(String name) {
@@ -194,53 +194,54 @@ public AuthorizationIdentity getAuthorizationIdentity() throws RealmUnavailableE
         }
 
         private JdbcIdentity getIdentity() {
             if (this.identity == null) {
                 this.identity = JdbcSecurityRealm.this.queryConfiguration.stream().map(queryConfiguration -> executePrincipalQuery(queryConfiguration, resultSet -> {
                     if (resultSet.next()) {
                         MapAttributes attributes = new MapAttributes();
 
                         do {
                             queryConfiguration.getColumnMappers(AttributeMapper.class).forEach(attributeMapper -> {
                                 try {
                                     Object value = attributeMapper.map(resultSet, providers);
 
                                     if (value != null) {
                                         attributes.addFirst(attributeMapper.getName(), value.toString());
                                     }
                                 } catch (SQLException cause) {
                                     throw log.ldapRealmFailedObtainAttributes(this.name, cause);
                                 }
                             });
                         } while (resultSet.next());
 
                         return attributes;
                     }
 
                     return null;
                 })).collect(Collectors.reducing((lAttribute, rAttribute) -> {
                     if (rAttribute == null) {
                         return lAttribute;
                     }
 
                     MapAttributes attributes = new MapAttributes(lAttribute);
 
                     for (Attributes.Entry rEntry : rAttribute.entries()) {
                         attributes.get(rEntry.getKey()).addAll(rEntry);
                     }
 
                     return attributes;
                 })).map(attributes -> {
                     IdentityCredentials credentials = IdentityCredentials.NONE;
 
                     for (QueryConfiguration configuration : queryConfiguration) {
                         for (KeyMapper keyMapper : configuration.getColumnMappers(KeyMapper.class)) {
                             credentials = credentials.withCredential(executePrincipalQuery(configuration, r -> keyMapper.map(r, providers)));
                         }
                     }
 
                     return new JdbcIdentity(attributes, credentials);
                 }).orElse(null);
                 // TODO We should cache we reached the orElse(null) to avoid repeating the SQL calls.
             }
 
             return this.identity;
@@ -255,29 +256,6 @@ private Connection getConnection(QueryConfiguration configuration) {
             }
         }
 
         private <E> E executePrincipalQuery(QueryConfiguration configuration, ResultSetCallback<E> resultSetCallback) {
             String sql = configuration.getSql();
 
             log.tracef(""Executing principalQuery %s with value %s"", sql, name);
 
             try (
                     Connection connection = getConnection(configuration);
                     PreparedStatement preparedStatement = connection.prepareStatement(sql)
             ) {
                 preparedStatement.setString(1, name);
 
                 try (
                         ResultSet resultSet = preparedStatement.executeQuery()
                 ) {
                     return resultSetCallback.handle(resultSet);
                 }
             } catch (SQLException e) {
                 throw log.couldNotExecuteQuery(sql, e);
             } catch (Exception e) {
                 throw log.unexpectedErrorWhenProcessingAuthenticationQuery(sql, e);
             }
         }
 
         private class JdbcIdentity {
 
             private final Attributes attributes;
",12,,,
